
These predictions were generated by FAST (v7.02.00d-bjj, 20-Feb-2013)-Compiled as S-Function for Simulink on 15-May-2017 at 12:01:24.
The aerodynamic calculations were made by AeroDyn (v13.00.02a-bjj, 20-Feb-2013).

 Input files for FAST v7.02.

Time	uWind	vWind	wWind	OoPDefl1	OoPDefl2	OoPDefl3	IPDefl1	IPDefl2	IPDefl3	NcIMUTAxs	NcIMUTAys	NcIMUTAzs	RootMOoP1	RootMOoP2	RootMOoP3	RootMIP1	RootMIP2	RootMIP3	RootMFlp1	RootMFlp2	RootMFlp3	RootMEdg1	RootMEdg2	RootMEdg3	TwrBsMxt	TwrBsMyt	TwrBsMzt	LSSTipMya	LSSTipMza	LSSTipVxa	GenPwr	GenTq	GenSpeed	BlPitch1	Azimuth	RotPwr	RotThrust	RotSpeed	HSShftTq
(s)	(m/s)	(m/s)	(m/s)	(m)	(m)	(m)	(m)	(m)	(m)	(m/s^2)	(m/s^2)	(m/s^2)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(kN·m)	(rpm)	(kW)	(kN·m)	(rpm)	(deg)	(deg)	(kW)	(kN)	(rpm)	(kN·m)
  32.881	 3.288E+01	 0.000E+00	 0.000E+00	 2.139E+00	-2.781E-01	-8.813E-01	-1.277E+00	 2.412E-02	 1.030E+00	 5.386E-02	-8.884E-01	 2.282E-02	 7.640E+03	 4.553E+02	 1.616E+03	 4.746E+03	 1.609E+03	-3.146E+03	 8.951E+03	 1.118E+03	 6.196E+01	 8.879E+02	 1.243E+03	-3.536E+03	-1.899E+04	 2.926E+04	 2.052E+03	 7.022E+03	-8.043E+02	 2.089E+01	 8.508E+03	 4.309E+01	 2.026E+03	 2.618E+01	 2.246E+01	 8.501E+03	 3.497E+02	 2.089E+01	 4.006E+01
  32.894	 3.288E+01	 0.000E+00	 0.000E+00	 2.136E+00	-3.197E-01	-8.282E-01	-1.282E+00	 5.650E-02	 9.988E-01	 4.374E-02	-8.868E-01	 2.254E-02	 7.604E+03	 3.921E+02	 1.738E+03	 4.788E+03	 1.509E+03	-3.079E+03	 8.936E+03	 1.018E+03	 2.014E+02	 9.411E+02	 1.181E+03	-3.530E+03	-1.934E+04	 2.971E+04	 2.052E+03	 6.956E+03	-9.753E+02	 2.089E+01	 8.505E+03	 4.309E+01	 2.026E+03	 2.618E+01	 2.403E+01	 8.523E+03	 3.511E+02	 2.089E+01	 4.017E+01
  32.909	 3.288E+01	 0.000E+00	 0.000E+00	 2.131E+00	-3.710E-01	-7.595E-01	-1.285E+00	 9.768E-02	 9.584E-01	 3.066E-02	-8.835E-01	 2.161E-02	 7.555E+03	 3.127E+02	 1.889E+03	 4.835E+03	 1.379E+03	-2.982E+03	 8.914E+03	 8.889E+02	 3.797E+02	 1.005E+03	 1.099E+03	-3.509E+03	-1.975E+04	 3.025E+04	 2.048E+03	 6.877E+03	-1.192E+03	 2.089E+01	 8.502E+03	 4.309E+01	 2.025E+03	 2.618E+01	 2.599E+01	 8.569E+03	 3.525E+02	 2.089E+01	 4.039E+01
  32.922	 3.288E+01	 0.000E+00	 0.000E+00	 2.126E+00	-4.117E-01	-7.035E-01	-1.288E+00	 1.309E-01	 9.257E-01	 1.796E-02	-8.875E-01	 1.936E-02	 7.517E+03	 2.492E+02	 2.009E+03	 4.878E+03	 1.279E+03	-2.913E+03	 8.898E+03	 7.882E+02	 5.177E+02	 1.061E+03	 1.038E+03	-3.500E+03	-2.006E+04	 3.066E+04	 2.041E+03	 6.811E+03	-1.361E+03	 2.089E+01	 8.500E+03	 4.309E+01	 2.024E+03	 2.618E+01	 2.755E+01	 8.611E+03	 3.537E+02	 2.089E+01	 4.059E+01
  32.934	 3.288E+01	 0.000E+00	 0.000E+00	 2.119E+00	-4.520E-01	-6.464E-01	-1.289E+00	 1.643E-01	 8.925E-01	 7.637E-03	-8.883E-01	 1.759E-02	 7.477E+03	 1.867E+02	 2.132E+03	 4.915E+03	 1.173E+03	-2.829E+03	 8.878E+03	 6.850E+02	 6.654E+02	 1.111E+03	 9.700E+02	-3.479E+03	-2.035E+04	 3.106E+04	 2.028E+03	 6.745E+03	-1.537E+03	 2.088E+01	 8.497E+03	 4.309E+01	 2.024E+03	 2.618E+01	 2.912E+01	 8.656E+03	 3.551E+02	 2.088E+01	 4.081E+01
  32.950	 3.288E+01	 0.000E+00	 0.000E+00	 2.109E+00	-5.019E-01	-5.739E-01	-1.290E+00	 2.061E-01	 8.503E-01	-5.110E-03	-8.921E-01	 1.452E-02	 7.427E+03	 1.099E+02	 2.291E+03	 4.960E+03	 1.039E+03	-2.724E+03	 8.854E+03	 5.570E+02	 8.537E+02	 1.174E+03	 8.837E+02	-3.455E+03	-2.070E+04	 3.153E+04	 2.007E+03	 6.658E+03	-1.759E+03	 2.087E+01	 8.492E+03	 4.309E+01	 2.023E+03	 2.618E+01	 3.108E+01	 8.711E+03	 3.571E+02	 2.087E+01	 4.108E+01
  32.969	 3.288E+01	 0.000E+00	 0.000E+00	 2.095E+00	-5.610E-01	-4.853E-01	-1.290E+00	 2.561E-01	 7.984E-01	-2.549E-02	-9.048E-01	 7.873E-03	 7.364E+03	 1.708E+01	 2.480E+03	 5.024E+03	 8.839E+02	-2.614E+03	 8.825E+03	 4.054E+02	 1.072E+03	 1.259E+03	 7.856E+02	-3.440E+03	-2.108E+04	 3.206E+04	 1.974E+03	 6.549E+03	-2.021E+03	 2.087E+01	 8.490E+03	 4.309E+01	 2.022E+03	 2.618E+01	 3.342E+01	 8.767E+03	 3.594E+02	 2.087E+01	 4.137E+01
  32.981	 3.288E+01	 0.000E+00	 0.000E+00	 2.084E+00	-5.998E-01	-4.256E-01	-1.289E+00	 2.890E-01	 7.630E-01	-3.279E-02	-9.044E-01	 5.028E-03	 7.322E+03	-4.087E+01	 2.620E+03	 5.054E+03	 7.687E+02	-2.520E+03	 8.801E+03	 3.025E+02	 1.239E+03	 1.305E+03	 7.078E+02	-3.417E+03	-2.131E+04	 3.240E+04	 1.950E+03	 6.471E+03	-2.210E+03	 2.086E+01	 8.489E+03	 4.309E+01	 2.022E+03	 2.619E+01	 3.499E+01	 8.794E+03	 3.618E+02	 2.086E+01	 4.151E+01
  32.994	 3.288E+01	 0.000E+00	 0.000E+00	 2.072E+00	-6.383E-01	-3.654E-01	-1.289E+00	 3.215E-01	 7.271E-01	-4.495E-02	-9.091E-01	 4.407E-05	 7.277E+03	-1.002E+02	 2.756E+03	 5.092E+03	 6.597E+02	-2.442E+03	 8.777E+03	 2.012E+02	 1.396E+03	 1.358E+03	 6.362E+02	-3.408E+03	-2.152E+04	 3.273E+04	 1.924E+03	 6.388E+03	-2.392E+03	 2.085E+01	 8.487E+03	 4.309E+01	 2.022E+03	 2.619E+01	 3.655E+01	 8.811E+03	 3.638E+02	 2.085E+01	 4.160E+01
  33.009	 3.288E+01	 0.000E+00	 0.000E+00	 2.055E+00	-6.856E-01	-2.897E-01	-1.288E+00	 3.613E-01	 6.813E-01	-5.373E-02	-9.042E-01	-4.322E-03	 7.217E+03	-1.699E+02	 2.942E+03	 5.125E+03	 5.118E+02	-2.322E+03	 8.738E+03	 7.341E+01	 1.615E+03	 1.414E+03	 5.342E+02	-3.382E+03	-2.175E+04	 3.313E+04	 1.890E+03	 6.274E+03	-2.637E+03	 2.084E+01	 8.485E+03	 4.309E+01	 2.021E+03	 2.619E+01	 3.851E+01	 8.817E+03	 3.672E+02	 2.084E+01	 4.165E+01
  33.022	 3.288E+01	 0.000E+00	 0.000E+00	 2.041E+00	-7.229E-01	-2.288E-01	-1.287E+00	 3.927E-01	 6.442E-01	-6.418E-02	-9.049E-01	-9.031E-03	 7.165E+03	-2.282E+02	 3.088E+03	 5.157E+03	 3.975E+02	-2.238E+03	 8.706E+03	-2.937E+01	 1.784E+03	 1.465E+03	 4.574E+02	-3.371E+03	-2.190E+04	 3.344E+04	 1.860E+03	 6.179E+03	-2.828E+03	 2.084E+01	 8.484E+03	 4.309E+01	 2.021E+03	 2.619E+01	 4.007E+01	 8.814E+03	 3.694E+02	 2.084E+01	 4.164E+01
  33.038	 3.288E+01	 0.000E+00	 0.000E+00	 2.022E+00	-7.688E-01	-1.525E-01	-1.285E+00	 4.313E-01	 5.973E-01	-7.297E-02	-8.986E-01	-1.313E-02	 7.094E+03	-2.998E+02	 3.281E+03	 5.182E+03	 2.462E+02	-2.112E+03	 8.652E+03	-1.604E+02	 2.012E+03	 1.519E+03	 3.532E+02	-3.343E+03	-2.206E+04	 3.383E+04	 1.816E+03	 6.049E+03	-3.081E+03	 2.083E+01	 8.481E+03	 4.309E+01	 2.021E+03	 2.619E+01	 4.202E+01	 8.802E+03	 3.723E+02	 2.083E+01	 4.160E+01
  33.050	 3.288E+01	 0.000E+00	 0.000E+00	 2.006E+00	-8.049E-01	-9.101E-02	-1.283E+00	 4.617E-01	 5.593E-01	-7.923E-02	-8.929E-01	-1.588E-02	 7.029E+03	-3.571E+02	 3.439E+03	 5.195E+03	 1.235E+02	-2.004E+03	 8.600E+03	-2.660E+02	 2.201E+03	 1.560E+03	 2.684E+02	-3.316E+03	-2.216E+04	 3.415E+04	 1.775E+03	 5.935E+03	-3.289E+03	 2.082E+01	 8.480E+03	 4.309E+01	 2.020E+03	 2.619E+01	 4.358E+01	 8.787E+03	 3.745E+02	 2.082E+01	 4.155E+01
  33.069	 3.288E+01	 0.000E+00	 0.000E+00	 1.981E+00	-8.578E-01	 1.636E-03	-1.281E+00	 5.067E-01	 5.018E-01	-9.426E-02	-8.976E-01	-2.150E-02	 6.923E+03	-4.484E+02	 3.670E+03	 5.228E+03	-5.181E+01	-1.866E+03	 8.519E+03	-4.252E+02	 2.469E+03	 1.635E+03	 1.514E+02	-3.294E+03	-2.224E+04	 3.462E+04	 1.701E+03	 5.758E+03	-3.592E+03	 2.082E+01	 8.478E+03	 4.309E+01	 2.020E+03	 2.619E+01	 4.593E+01	 8.763E+03	 3.770E+02	 2.082E+01	 4.144E+01
  33.081	 3.288E+01	 0.000E+00	 0.000E+00	 1.964E+00	-8.922E-01	 6.365E-02	-1.278E+00	 5.363E-01	 4.633E-01	-1.015E-01	-8.980E-01	-2.347E-02	 6.842E+03	-5.086E+02	 3.828E+03	 5.235E+03	-1.733E+02	-1.755E+03	 8.450E+03	-5.329E+02	 2.661E+03	 1.677E+03	 6.897E+01	-3.265E+03	-2.225E+04	 3.495E+04	 1.643E+03	 5.626E+03	-3.804E+03	 2.081E+01	 8.477E+03	 4.309E+01	 2.019E+03	 2.619E+01	 4.749E+01	 8.746E+03	 3.783E+02	 2.081E+01	 4.137E+01
  33.097	 3.288E+01	 0.000E+00	 0.000E+00	 1.940E+00	-9.343E-01	 1.416E-01	-1.274E+00	 5.728E-01	 4.148E-01	-1.152E-01	-9.092E-01	-2.699E-02	 6.732E+03	-5.864E+02	 4.020E+03	 5.253E+03	-3.168E+02	-1.635E+03	 8.359E+03	-6.660E+02	 2.886E+03	 1.742E+03	-2.546E+01	-3.241E+03	-2.222E+04	 3.536E+04	 1.561E+03	 5.456E+03	-4.058E+03	 2.081E+01	 8.475E+03	 4.309E+01	 2.019E+03	 2.619E+01	 4.944E+01	 8.729E+03	 3.792E+02	 2.081E+01	 4.130E+01
  33.109	 3.288E+01	 0.000E+00	 0.000E+00	 1.921E+00	-9.672E-01	 2.041E-01	-1.270E+00	 6.018E-01	 3.760E-01	-1.232E-01	-9.135E-01	-2.801E-02	 6.636E+03	-6.461E+02	 4.177E+03	 5.254E+03	-4.355E+02	-1.521E+03	 8.274E+03	-7.720E+02	 3.077E+03	 1.785E+03	-1.055E+02	-3.209E+03	-2.215E+04	 3.571E+04	 1.494E+03	 5.308E+03	-4.269E+03	 2.080E+01	 8.474E+03	 4.309E+01	 2.018E+03	 2.620E+01	 5.100E+01	 8.717E+03	 3.797E+02	 2.080E+01	 4.125E+01
  33.122	 3.288E+01	 0.000E+00	 0.000E+00	 1.900E+00	-9.996E-01	 2.667E-01	-1.266E+00	 6.306E-01	 3.371E-01	-1.337E-01	-9.237E-01	-2.971E-02	 6.538E+03	-7.052E+02	 4.329E+03	 5.263E+03	-5.480E+02	-1.421E+03	 8.190E+03	-8.747E+02	 3.257E+03	 1.836E+03	-1.803E+02	-3.187E+03	-2.206E+04	 3.605E+04	 1.426E+03	 5.160E+03	-4.468E+03	 2.080E+01	 8.472E+03	 4.309E+01	 2.018E+03	 2.620E+01	 5.256E+01	 8.708E+03	 3.799E+02	 2.080E+01	 4.121E+01
  33.138	 3.288E+01	 0.000E+00	 0.000E+00	 1.874E+00	-1.039E+00	 3.450E-01	-1.259E+00	 6.662E-01	 2.884E-01	-1.426E-01	-9.288E-01	-2.981E-02	 6.408E+03	-7.698E+02	 4.524E+03	 5.260E+03	-6.894E+02	-1.280E+03	 8.072E+03	-9.951E+02	 3.494E+03	 1.890E+03	-2.787E+02	-3.145E+03	-2.190E+04	 3.650E+04	 1.345E+03	 4.959E+03	-4.719E+03	 2.080E+01	 8.469E+03	 4.309E+01	 2.017E+03	 2.620E+01	 5.451E+01	 8.698E+03	 3.804E+02	 2.080E+01	 4.118E+01
  33.156	 3.288E+01	 0.000E+00	 0.000E+00	 1.840E+00	-1.085E+00	 4.389E-01	-1.250E+00	 7.084E-01	 2.300E-01	-1.524E-01	-9.348E-01	-2.881E-02	 6.248E+03	-8.430E+02	 4.756E+03	 5.254E+03	-8.578E+02	-1.109E+03	 7.926E+03	-1.135E+03	 3.777E+03	 1.955E+03	-3.974E+02	-3.095E+03	-2.166E+04	 3.704E+04	 1.255E+03	 4.712E+03	-5.013E+03	 2.079E+01	 8.467E+03	 4.309E+01	 2.017E+03	 2.620E+01	 5.685E+01	 8.689E+03	 3.807E+02	 2.079E+01	 4.114E+01
  33.169	 3.288E+01	 0.000E+00	 0.000E+00	 1.816E+00	-1.115E+00	 5.013E-01	-1.243E+00	 7.361E-01	 1.910E-01	-1.603E-01	-9.393E-01	-2.859E-02	 6.140E+03	-8.859E+02	 4.904E+03	 5.254E+03	-9.641E+02	-1.005E+03	 7.829E+03	-1.221E+03	 3.956E+03	 2.003E+03	-4.738E+02	-3.068E+03	-2.147E+04	 3.740E+04	 1.202E+03	 4.545E+03	-5.193E+03	 2.079E+01	 8.465E+03	 4.309E+01	 2.016E+03	 2.621E+01	 5.841E+01	 8.683E+03	 3.809E+02	 2.079E+01	 4.113E+01
  33.181	 3.288E+01	 0.000E+00	 0.000E+00	 1.790E+00	-1.145E+00	 5.635E-01	-1.234E+00	 7.634E-01	 1.521E-01	-1.625E-01	-9.369E-01	-2.627E-02	 6.031E+03	-9.196E+02	 5.061E+03	 5.241E+03	-1.073E+03	-8.843E+02	 7.725E+03	-1.299E+03	 4.150E+03	 2.039E+03	-5.564E+02	-3.029E+03	-2.126E+04	 3.777E+04	 1.154E+03	 4.368E+03	-5.379E+03	 2.078E+01	 8.463E+03	 4.309E+01	 2.016E+03	 2.621E+01	 5.997E+01	 8.678E+03	 3.817E+02	 2.078E+01	 4.111E+01
  33.197	 3.288E+01	 0.000E+00	 0.000E+00	 1.757E+00	-1.180E+00	 6.407E-01	-1.223E+00	 7.969E-01	 1.034E-01	-1.699E-01	-9.385E-01	-2.528E-02	 5.895E+03	-9.558E+02	 5.244E+03	 5.235E+03	-1.200E+03	-7.531E+02	 7.601E+03	-1.387E+03	 4.372E+03	 2.093E+03	-6.543E+02	-2.992E+03	-2.096E+04	 3.822E+04	 1.101E+03	 4.151E+03	-5.585E+03	 2.078E+01	 8.461E+03	 4.309E+01	 2.015E+03	 2.621E+01	 6.191E+01	 8.671E+03	 3.824E+02	 2.078E+01	 4.109E+01
  33.209	 3.288E+01	 0.000E+00	 0.000E+00	 1.729E+00	-1.207E+00	 7.020E-01	-1.213E+00	 8.233E-01	 6.446E-02	-1.701E-01	-9.346E-01	-2.271E-02	 5.786E+03	-9.745E+02	 5.397E+03	 5.216E+03	-1.303E+03	-6.320E+02	 7.495E+03	-1.450E+03	 4.563E+03	 2.124E+03	-7.385E+02	-2.951E+03	-2.072E+04	 3.858E+04	 1.063E+03	 3.970E+03	-5.752E+03	 2.077E+01	 8.459E+03	 4.309E+01	 2.015E+03	 2.621E+01	 6.347E+01	 8.666E+03	 3.838E+02	 2.077E+01	 4.107E+01
  33.225	 3.288E+01	 0.000E+00	 0.000E+00	 1.692E+00	-1.239E+00	 7.780E-01	-1.199E+00	 8.555E-01	 1.596E-02	-1.711E-01	-9.298E-01	-2.024E-02	 5.652E+03	-9.890E+02	 5.583E+03	 5.194E+03	-1.427E+03	-4.858E+02	 7.365E+03	-1.518E+03	 4.794E+03	 2.163E+03	-8.435E+02	-2.902E+03	-2.039E+04	 3.902E+04	 1.020E+03	 3.740E+03	-5.946E+03	 2.077E+01	 8.456E+03	 4.309E+01	 2.014E+03	 2.621E+01	 6.542E+01	 8.661E+03	 3.857E+02	 2.077E+01	 4.106E+01
  33.238	 3.288E+01	 0.000E+00	 0.000E+00	 1.662E+00	-1.264E+00	 8.381E-01	-1.187E+00	 8.807E-01	-2.274E-02	-1.760E-01	-9.295E-01	-1.996E-02	 5.544E+03	-1.000E+03	 5.721E+03	 5.183E+03	-1.522E+03	-3.803E+02	 7.263E+03	-1.570E+03	 4.964E+03	 2.201E+03	-9.237E+02	-2.868E+03	-2.012E+04	 3.935E+04	 9.901E+02	 3.562E+03	-6.087E+03	 2.076E+01	 8.454E+03	 4.309E+01	 2.014E+03	 2.622E+01	 6.698E+01	 8.658E+03	 3.868E+02	 2.076E+01	 4.106E+01
  33.256	 3.288E+01	 0.000E+00	 0.000E+00	 1.614E+00	-1.299E+00	 9.270E-01	-1.167E+00	 9.177E-01	-8.057E-02	-1.799E-01	-9.235E-01	-1.893E-02	 5.381E+03	-1.004E+03	 5.928E+03	 5.153E+03	-1.663E+03	-2.079E+02	 7.104E+03	-1.635E+03	 5.226E+03	 2.245E+03	-1.048E+03	-2.806E+03	-1.970E+04	 3.983E+04	 9.515E+02	 3.287E+03	-6.291E+03	 2.076E+01	 8.452E+03	 4.309E+01	 2.013E+03	 2.622E+01	 6.931E+01	 8.658E+03	 3.890E+02	 2.076E+01	 4.107E+01
  33.269	 3.288E+01	 0.000E+00	 0.000E+00	 1.581E+00	-1.320E+00	 9.853E-01	-1.153E+00	 9.416E-01	-1.189E-01	-1.862E-01	-9.208E-01	-2.008E-02	 5.272E+03	-1.003E+03	 6.056E+03	 5.136E+03	-1.753E+03	-1.008E+02	 6.999E+03	-1.675E+03	 5.388E+03	 2.278E+03	-1.129E+03	-2.767E+03	-1.940E+04	 4.012E+04	 9.314E+02	 3.107E+03	-6.411E+03	 2.075E+01	 8.450E+03	 4.309E+01	 2.013E+03	 2.623E+01	 7.087E+01	 8.661E+03	 3.902E+02	 2.075E+01	 4.109E+01
  33.284	 3.288E+01	 0.000E+00	 0.000E+00	 1.538E+00	-1.344E+00	 1.057E+00	-1.134E+00	 9.703E-01	-1.665E-01	-1.924E-01	-9.118E-01	-2.138E-02	 5.133E+03	-9.959E+02	 6.214E+03	 5.103E+03	-1.866E+03	 4.771E+01	 6.860E+03	-1.718E+03	 5.595E+03	 2.309E+03	-1.234E+03	-2.704E+03	-1.901E+04	 4.048E+04	 9.161E+02	 2.877E+03	-6.558E+03	 2.075E+01	 8.448E+03	 4.309E+01	 2.012E+03	 2.623E+01	 7.281E+01	 8.667E+03	 3.918E+02	 2.075E+01	 4.113E+01
  33.297	 3.288E+01	 0.000E+00	 0.000E+00	 1.503E+00	-1.362E+00	 1.113E+00	-1.117E+00	 9.925E-01	-2.044E-01	-2.003E-01	-9.047E-01	-2.385E-02	 5.023E+03	-9.883E+02	 6.332E+03	 5.081E+03	-1.953E+03	 1.583E+02	 6.752E+03	-1.750E+03	 5.750E+03	 2.337E+03	-1.315E+03	-2.657E+03	-1.869E+04	 4.074E+04	 9.102E+02	 2.699E+03	-6.662E+03	 2.074E+01	 8.446E+03	 4.309E+01	 2.012E+03	 2.623E+01	 7.437E+01	 8.673E+03	 3.929E+02	 2.074E+01	 4.116E+01
  33.309	 3.288E+01	 0.000E+00	 0.000E+00	 1.467E+00	-1.378E+00	 1.168E+00	-1.100E+00	 1.014E+00	-2.422E-01	-2.064E-01	-8.916E-01	-2.583E-02	 4.909E+03	-9.758E+02	 6.450E+03	 5.046E+03	-2.041E+03	 2.826E+02	 6.634E+03	-1.778E+03	 5.911E+03	 2.356E+03	-1.400E+03	-2.598E+03	-1.836E+04	 4.100E+04	 9.105E+02	 2.513E+03	-6.768E+03	 2.074E+01	 8.444E+03	 4.309E+01	 2.011E+03	 2.623E+01	 7.593E+01	 8.679E+03	 3.941E+02	 2.074E+01	 4.120E+01
  33.325	 3.288E+01	 0.000E+00	 0.000E+00	 1.421E+00	-1.396E+00	 1.236E+00	-1.077E+00	 1.039E+00	-2.893E-01	-2.154E-01	-8.733E-01	-2.915E-02	 4.766E+03	-9.562E+02	 6.592E+03	 5.000E+03	-2.148E+03	 4.366E+02	 6.486E+03	-1.807E+03	 6.106E+03	 2.378E+03	-1.504E+03	-2.522E+03	-1.793E+04	 4.130E+04	 9.182E+02	 2.281E+03	-6.888E+03	 2.073E+01	 8.441E+03	 4.309E+01	 2.011E+03	 2.623E+01	 7.787E+01	 8.685E+03	 3.955E+02	 2.073E+01	 4.124E+01
  33.344	 3.288E+01	 0.000E+00	 0.000E+00	 1.364E+00	-1.415E+00	 1.314E+00	-1.049E+00	 1.068E+00	-3.458E-01	-2.287E-01	-8.537E-01	-3.455E-02	 4.599E+03	-9.294E+02	 6.750E+03	 4.949E+03	-2.274E+03	 6.143E+02	 6.313E+03	-1.839E+03	 6.326E+03	 2.406E+03	-1.629E+03	-2.434E+03	-1.737E+04	 4.164E+04	 9.350E+02	 2.012E+03	-7.014E+03	 2.073E+01	 8.439E+03	 4.309E+01	 2.010E+03	 2.624E+01	 8.020E+01	 8.691E+03	 3.971E+02	 2.073E+01	 4.128E+01
  33.356	 3.288E+01	 0.000E+00	 0.000E+00	 1.326E+00	-1.425E+00	 1.365E+00	-1.029E+00	 1.086E+00	-3.833E-01	-2.360E-01	-8.358E-01	-3.744E-02	 4.480E+03	-9.072E+02	 6.857E+03	 4.901E+03	-2.357E+03	 7.464E+02	 6.186E+03	-1.856E+03	 6.480E+03	 2.414E+03	-1.713E+03	-2.362E+03	-1.697E+04	 4.186E+04	 9.490E+02	 1.822E+03	-7.099E+03	 2.072E+01	 8.437E+03	 4.309E+01	 2.010E+03	 2.624E+01	 8.176E+01	 8.692E+03	 3.980E+02	 2.072E+01	 4.130E+01
  33.369	 3.288E+01	 0.000E+00	 0.000E+00	 1.286E+00	-1.433E+00	 1.414E+00	-1.008E+00	 1.103E+00	-4.208E-01	-2.442E-01	-8.243E-01	-4.095E-02	 4.368E+03	-8.819E+02	 6.957E+03	 4.859E+03	-2.438E+03	 8.704E+02	 6.066E+03	-1.869E+03	 6.624E+03	 2.426E+03	-1.797E+03	-2.296E+03	-1.654E+04	 4.207E+04	 9.622E+02	 1.640E+03	-7.172E+03	 2.072E+01	 8.435E+03	 4.309E+01	 2.009E+03	 2.625E+01	 8.331E+01	 8.691E+03	 3.992E+02	 2.072E+01	 4.130E+01
  33.384	 3.288E+01	 0.000E+00	 0.000E+00	 1.237E+00	-1.440E+00	 1.474E+00	-9.817E-01	 1.122E+00	-4.675E-01	-2.525E-01	-8.069E-01	-4.428E-02	 4.221E+03	-8.442E+02	 7.082E+03	 4.790E+03	-2.538E+03	 1.039E+03	 5.904E+03	-1.880E+03	 6.811E+03	 2.429E+03	-1.903E+03	-2.200E+03	-1.597E+04	 4.234E+04	 9.779E+02	 1.402E+03	-7.261E+03	 2.071E+01	 8.434E+03	 4.309E+01	 2.009E+03	 2.625E+01	 8.525E+01	 8.687E+03	 4.005E+02	 2.071E+01	 4.130E+01
  33.397	 3.288E+01	 0.000E+00	 0.000E+00	 1.197E+00	-1.445E+00	 1.520E+00	-9.599E-01	 1.136E+00	-5.048E-01	-2.593E-01	-7.999E-01	-4.712E-02	 4.108E+03	-8.116E+02	 7.176E+03	 4.740E+03	-2.617E+03	 1.168E+03	 5.781E+03	-1.885E+03	 6.953E+03	 2.434E+03	-1.988E+03	-2.126E+03	-1.549E+04	 4.255E+04	 9.901E+02	 1.219E+03	-7.323E+03	 2.071E+01	 8.432E+03	 4.309E+01	 2.008E+03	 2.625E+01	 8.680E+01	 8.684E+03	 4.017E+02	 2.071E+01	 4.129E+01
  33.413	 3.288E+01	 0.000E+00	 0.000E+00	 1.147E+00	-1.448E+00	 1.576E+00	-9.318E-01	 1.153E+00	-5.512E-01	-2.667E-01	-7.856E-01	-4.954E-02	 3.959E+03	-7.666E+02	 7.294E+03	 4.662E+03	-2.712E+03	 1.343E+03	 5.612E+03	-1.887E+03	 7.136E+03	 2.430E+03	-2.093E+03	-2.022E+03	-1.484E+04	 4.281E+04	 1.006E+03	 9.768E+02	-7.399E+03	 2.070E+01	 8.429E+03	 4.309E+01	 2.008E+03	 2.625E+01	 8.874E+01	 8.681E+03	 4.028E+02	 2.070E+01	 4.128E+01
  33.425	 3.288E+01	 0.000E+00	 0.000E+00	 1.106E+00	-1.448E+00	 1.618E+00	-9.087E-01	 1.165E+00	-5.880E-01	-2.722E-01	-7.727E-01	-5.094E-02	 3.836E+03	-7.265E+02	 7.386E+03	 4.591E+03	-2.785E+03	 1.488E+03	 5.471E+03	-1.884E+03	 7.282E+03	 2.421E+03	-2.176E+03	-1.933E+03	-1.428E+04	 4.303E+04	 1.021E+03	 7.780E+02	-7.454E+03	 2.070E+01	 8.427E+03	 4.309E+01	 2.008E+03	 2.626E+01	 9.030E+01	 8.679E+03	 4.034E+02	 2.070E+01	 4.128E+01
  33.444	 3.288E+01	 0.000E+00	 0.000E+00	 1.044E+00	-1.446E+00	 1.679E+00	-8.731E-01	 1.181E+00	-6.426E-01	-2.799E-01	-7.664E-01	-5.331E-02	 3.667E+03	-6.588E+02	 7.510E+03	 4.499E+03	-2.894E+03	 1.694E+03	 5.279E+03	-1.871E+03	 7.484E+03	 2.412E+03	-2.304E+03	-1.805E+03	-1.340E+04	 4.335E+04	 1.047E+03	 5.020E+02	-7.513E+03	 2.069E+01	 8.425E+03	 4.309E+01	 2.007E+03	 2.626E+01	 9.263E+01	 8.680E+03	 4.052E+02	 2.069E+01	 4.130E+01
  33.456	 3.288E+01	 0.000E+00	 0.000E+00	 1.003E+00	-1.443E+00	 1.717E+00	-8.484E-01	 1.190E+00	-6.783E-01	-2.855E-01	-7.528E-01	-5.413E-02	 3.545E+03	-6.092E+02	 7.587E+03	 4.420E+03	-2.959E+03	 1.841E+03	 5.135E+03	-1.856E+03	 7.618E+03	 2.395E+03	-2.384E+03	-1.707E+03	-1.276E+04	 4.357E+04	 1.071E+03	 3.065E+02	-7.547E+03	 2.069E+01	 8.424E+03	 4.309E+01	 2.007E+03	 2.627E+01	 9.418E+01	 8.685E+03	 4.056E+02	 2.069E+01	 4.133E+01
  33.472	 3.288E+01	 0.000E+00	 0.000E+00	 9.509E-01	-1.435E+00	 1.763E+00	-8.164E-01	 1.200E+00	-7.220E-01	-2.915E-01	-7.458E-01	-5.528E-02	 3.407E+03	-5.399E+02	 7.674E+03	 4.333E+03	-3.040E+03	 2.017E+03	 4.972E+03	-1.830E+03	 7.774E+03	 2.378E+03	-2.487E+03	-1.588E+03	-1.193E+04	 4.385E+04	 1.106E+03	 8.105E+01	-7.569E+03	 2.068E+01	 8.422E+03	 4.309E+01	 2.006E+03	 2.627E+01	 9.612E+01	 8.696E+03	 4.071E+02	 2.068E+01	 4.139E+01
